datetime_ist,timestamp,open,high,low,close,volume
2024-12-03 09:15:00+05:30,1733197500,1297.05,1301.7,1297.05,1301.7,1348031
2024-12-03 09:30:00+05:30,1733198400,1301.7,1303.2,1298.65,1300.1,361273
2024-12-03 09:45:00+05:30,1733199300,1300.15,1301.55,1299.0,1301.1,269344
2024-12-03 10:00:00+05:30,1733200200,1301.45,1302.05,1299.0,1299.55,323668
2024-12-03 10:15:00+05:30,1733201100,1299.55,1302.55,1299.55,1301.6,185384
2024-12-03 10:30:00+05:30,1733202000,1301.85,1303.0,1300.0,1302.3,246930
2024-12-03 10:45:00+05:30,1733202900,1302.85,1304.25,1302.5,1304.25,225822
2024-12-03 11:00:00+05:30,1733203800,1304.3,1305.0,1303.55,1304.35,211304
2024-12-03 11:15:00+05:30,1733204700,1304.75,1307.3,1304.75,1306.5,240114
2024-12-03 11:30:00+05:30,1733205600,1306.1,1307.6,1305.25,1306.2,240270
2024-12-03 11:45:00+05:30,1733206500,1306.05,1307.0,1304.7,1306.95,152281
2024-12-03 12:00:00+05:30,1733207400,1306.95,1307.9,1305.1,1305.95,172593
2024-12-03 12:15:00+05:30,1733208300,1305.6,1307.65,1304.0,1307.0,736506
2024-12-03 12:30:00+05:30,1733209200,1307.0,1309.0,1307.0,1308.65,241955
2024-12-03 12:45:00+05:30,1733210100,1309.0,1309.5,1307.65,1308.05,193381
2024-12-03 13:00:00+05:30,1733211000,1308.1,1308.3,1307.15,1307.6,173216
2024-12-03 13:15:00+05:30,1733211900,1307.6,1309.05,1306.55,1307.6,727676
2024-12-03 13:30:00+05:30,1733212800,1307.6,1309.85,1307.55,1309.2,267697
2024-12-03 13:45:00+05:30,1733213700,1309.0,1310.0,1307.9,1309.5,162582
2024-12-03 14:00:00+05:30,1733214600,1309.4,1310.0,1307.5,1308.45,269871
2024-12-03 14:15:00+05:30,1733215500,1308.35,1311.7,1308.35,1311.7,540153
2024-12-03 14:30:00+05:30,1733216400,1311.7,1312.8,1310.25,1311.2,879807
2024-12-03 14:45:00+05:30,1733217300,1311.2,1312.5,1310.5,1311.4,782750
2024-12-03 15:00:00+05:30,1733218200,1311.4,1312.45,1307.2,1308.45,1539569
